A,b,,B,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,LongMethod,,,SpaghettiCode,,DTWC,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,LongParameterList,,,,,,,,,,,,,,LIC,,,,,,,
,,LongParameterList,FeatureEnvy,LongMethod,,,,,,,,,,,,LIC,,,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,,SpaghettiCode,,,,,,,,,LIC,,,,,,,
,,,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,BlobClass,MessageChain,,,,,,,,,,,,MIM,,,,,
,,,FeatureEnvy,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,IGS,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BlobClass,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,SpeculativeGenerality,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,LT,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,LT,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,LongParameterList,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,LIC,LT,MIM,NLMR,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,MessageChain,,,DTWC,,,,,,,,,MIM,,,,,
,ComplexClass,,,LongMethod,,MessageChain,,,DTWC,,,,,,,,,MIM,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,,,MIM,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,LIC,,MIM,,,,SL,
,,,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,IGS,,,,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,LIC,,MIM,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,,,MIM,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,,,MIM,,,,,
,,,FeatureEnvy,,,,,,DTWC,,,,,,,LIC,,MIM,,,,,
,,,,,,,,SpeculativeGenerality,,,,,,,,,,MIM,,,,,
,,LongParameterList,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,MIM,,,,,
,ComplexClass,LongParameterList,,LongMethod,,,,,,,,,,,,LIC,,MIM,,,,,
,ComplexClass,LongParameterList,,LongMethod,,,,,,,,,,,,LIC,,,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,ComplexClass,LongParameterList,,LongMethod,BlobClass,MessageChain,SpaghettiCode,,,,,,,,,LIC,,,NLMR,,,,
,,LongParameterList,,,,,,,,,,,,,,,LT,,,,,SL,
,,,,,,MessageChain,,,,,,,,,,,,,NLMR,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,,,,,UC
,ComplexClass,,,LongMethod,,MessageChain,,,,,,,,,,LIC,,MIM,,,,,
,,LongParameterList,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,NLMR,,,SL,
,,,,,,,,,,,,,,,,,,MIM,,,,SL,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,SpeculativeGenerality,,,,,,,,,,MIM,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,SpeculativeGenerality,,,,,,,,,,MIM,,,,SL,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,MessageChain,,,,,,,,,,,,,,,,,
,,,FeatureEnvy,,,,,,,,,,,,,LIC,,,,,,SL,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,,,MIM,NLMR,,,,
,,LongParameterList,,LongMethod,,MessageChain,,,,,,,,,,,,MIM,,,,SL,UC
,,,,,,,,,,,,,,,,,,,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,IGS,LIC,,MIM,,,,SL,
,ComplexClass,LongParameterList,,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,LIC,,MIM,,,,,
,,LongParameterList,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,,,,,,
,,,,,,MessageChain,,,DTWC,,,,,,,,,,,,,SL,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,BlobClass,MessageChain,SpaghettiCode,,,,,,,,IGS,,LT,MIM,,,,,UC
,,,FeatureEnvy,,,,,SpeculativeGenerality,,,,,,,,,,MIM,NLMR,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,LIC,,MIM,,,,,
,,LongParameterList,,,,,,,,,,,,,,,,,,,,,
,,,,,,MessageChain,,,,,,,,,,,,,,,,,UC
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DTWC,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,
,,,,LongMethod,,,,,DTWC,,,,,,,,LT,MIM,NLMR,,,SL,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,BlobClass,,SpaghettiCode,,,,,,,,,,LT,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,LongParameterList,,LongMethod,,,,,DTWC,,,,,,,,,,,,,SL,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,LongMethod,,,,,,,,,,,,,LT,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,LT,,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,,,,,SL,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,ComplexClass,,,LongMethod,,,,,,,,,,,,,LT,,,,,SL,
,ComplexClass,,,LongMethod,,MessageChain,,,DTWC,,,,,,,LIC,,MIM,NLMR,,,SL,
,,,,,,,,,,,,,,,,,,MIM,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,ComplexClass,,,LongMethod,BlobClass,,,,,,,,,,,,,,,,,SL,
,ComplexClass,,,LongMethod,BlobClass,,,,,,,,,,,,,,,,,SL,
,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,,,,,,
,,,,LongMethod,,,,,,,,,,,,LIC,,MIM,NLMR,,,SL,
,ComplexClass,,,LongMethod,,MessageChain,,,,,,,,,,,,,,,,,
,,LongParameterList,,,,,,,,,,,,,,,,MIM,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,,,,,SL,
,ComplexClass,LongParameterList,,LongMethod,,MessageChain,,,,,,,,,,,,MIM,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,LIC,LT,MIM,NLMR,,,,
,ComplexClass,,,LongMethod,,,,,,,DW,,,,,,LT,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,,,MIM,NLMR,,,SL,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,IGS,LIC,,MIM,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,MIM,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,SL,
,ComplexClass,,,LongMethod,,MessageChain,,,,,,,,,,,,MIM,,,,SL,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,LIC,,MIM,,,,SL,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,ComplexClass,,,LongMethod,,,,,,,,,,,,,,MIM,NLMR,,,SL,
,,,,,,,,,,,,,,,,,,MIM,,,,SL,
,,,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,,,MIM,NLMR,,,SL,UC
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,SL,
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,UC
LazyClass,,,,,,,,SpeculativeGenerality,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,FeatureEnvy,LongMethod,,,,,,,,,,,,,,,,,,,
,ComplexClass,,,LongMethod,,,SpaghettiCode,,,,,,,,,LIC,LT,MIM,,,,SL,UC
,,LongParameterList,FeatureEnvy,LongMethod,,,,,,,,,,,,LIC,,MIM,NLMR,,,,
,,,FeatureEnvy,LongMethod,,,,,,,,,,,,,,MIM,NLMR,,,,
,ComplexClass,LongParameterList,,LongMethod,BlobClass,MessageChain,,,,,,,,,,LIC,,MIM,NLMR,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,LIC,LT,MIM,NLMR,,,SL,
,,,,LongMethod,,,SpaghettiCode,,,,,,,,,LIC,LT,MIM,,,,SL,UC
,ComplexClass,,,LongMethod,,,,,,,,,,,,LIC,,,NLMR,,,,
,,,,,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,
,,,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,,,,,,,,,,,LIC,,MIM,NLMR,,,,UC
,,,FeatureEnvy,LongMethod,,,SpaghettiCode,,,,,,,,,LIC,,MIM,NLMR,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,LIC,LT,MIM,,,,SL,
,,,,,,,,,,,,,,,,LIC,,MIM,NLMR,,,,
,ComplexClass,,,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,LIC,,MIM,,,,,UC
,,,,LongMethod,,,SpaghettiCode,,,,,,,,,LIC,LT,MIM,NLMR,,,,
,,,,LongMethod,,,,,,,,,,,,LIC,,,NLMR,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,LIC,LT,MIM,,,,,UC
,,,,LongMethod,BlobClass,,,,,,,,,,,,,MIM,,,,,UC
,ComplexClass,LongParameterList,,LongMethod,BlobClass,MessageChain,SpaghettiCode,,,,,,,,,,,MIM,NLMR,,,,
,ComplexClass,LongParameterList,,LongMethod,,MessageChain,,,,,,,,,IGS,LIC,,MIM,,,,,UC
,ComplexClass,LongParameterList,,LongMethod,,MessageChain,,,,,,,,,,LIC,,MIM,,,,SL,
,,LongParameterList,,LongMethod,,MessageChain,,,,,,,,,,LIC,LT,,,,,,
,,,,,,,,,,,,,,,,LIC,,MIM,,,,SL,
,,LongParameterList,,,,MessageChain,,,DTWC,,,,,,,,LT,,,,,SL,
,,LongParameterList,,,,MessageChain,,,DTWC,,,,,,,,,MIM,NLMR,,,SL,
LazyClass,,,,,BlobClass,MessageChain,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,RAM,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,BlobClass,MessageChain,,,,,,,,,,,,,,,,,
,,,,,,,,,DTWC,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,RAM,,
,,,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,,,,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,,,,,,,,
LazyClass,,,,,,MessageChain,,,,,,,,,,,,,NLMR,,,,
,,LongParameterList,FeatureEnvy,,,,,,,,,,,,,LIC,,,,,,,
,,,,,,,,,,,,,,,,LIC,,,,,,,
,,,,,,,,,,,,,,,,,LT,,,,,,
,,,,,,,,,,,,,,,,,LT,,,,,,
,,,,,,,,,,,,,,,,LIC,,,,,,,
,,,,,,,,,,,,,,,,LIC,,,,,,,
,,,,,,,,,,,,,,,,LIC,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,LT,,,,,,
,,LongParameterList,,,,,,,,,,,,,,LIC,,,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,LIC,,,,,,,
,,LongParameterList,,,,,,,,,,,,,,,LT,,,,,,
,,LongParameterList,,,,,,,,,,,,,,LIC,,,,,,,
,ComplexClass,LongParameterList,,,BlobClass,,,,,,,,,,,,,,,,,,
,,LongParameterList,,LongMethod,,,,,,,,,,,,LIC,LT,MIM,NLMR,,,SL,
LazyClass,,,,,,,,,,,,,,,,,,,NLMR,,,,
LazyClass,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,LIC,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,LongMethod,,MessageChain,,,DTWC,,,,,,,,LT,MIM,,,,,UC
,,LongParameterList,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,LIC,,MIM,,,,SL,
,,,,,,,,,,,,,,,,,,,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,LIC,LT,MIM,,,,SL,
,,LongParameterList,,LongMethod,,,,,,,,,,,,LIC,,MIM,NLMR,,,,
,,,,LongMethod,,,,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,FeatureEnvy,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,
,ComplexClass,LongParameterList,,LongMethod,,,,,,,,,,,,,,MIM,,,,SL,
LazyClass,,,,,,MessageChain,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,ComplexClass,LongParameterList,,LongMethod,,,SpaghettiCode,,,,,,,,,LIC,LT,MIM,,,,SL,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DTWC,,,,,,,LIC,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DW,,,,,,LT,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IGS,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,
,ComplexClass,,,LongMethod,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,
,,LongParameterList,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,LongParameterList,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,UC
,ComplexClass,LongParameterList,,,,,,,,,,,,,,,,,,,,,UC
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,UC
,,,FeatureEnvy,LongMethod,,,,,,,,,,,,,,,,,,,UC
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,UC
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,,,,,,,,UC
,,LongParameterList,FeatureEnvy,,,,,,,,,,,,,,,MIM,,,,,UC
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,LIC,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,LIC,,MIM,NLMR,,,,
,,LongParameterList,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,
,ComplexClass,LongParameterList,,LongMethod,,MessageChain,,,,,,,,,,LIC,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,DTWC,,,,,,,,,,,,,,
,,,,,,,,,DTWC,,,,,,,,,MIM,,,,,
,,,,,,MessageChain,,,DTWC,,,,,,,,,,,,,,
,,,,,,,,SpeculativeGenerality,DTWC,,,,,,,,,MIM,,,,,
,,,,,,MessageChain,,,,,,,,,,,,,,,,,
,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,,MessageChain,,,DTWC,,,,,,,,,MIM,,,,SL,
,ComplexClass,,,LongMethod,,MessageChain,SpaghettiCode,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,UC
,,LongParameterList,FeatureEnvy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,
,,,FeatureEnvy,,,,,,,,,,,,,LIC,,MIM,,,,,UC
,,,FeatureEnvy,,,MessageChain,,,,,,,,,,LIC,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,LIC,,,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,,MessageChain,,,,,,,,,,LIC,,MIM,,,,,UC
,,,,,,,,,,,,,,,,LIC,,MIM,NLMR,,,,UC
,,,,,,MessageChain,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,FeatureEnvy,,,,,,,,,,,,,LIC,,MIM,,,,,UC
,,,,,,,,,,,,,,,,LIC,,MIM,NLMR,,,,UC
,,LongParameterList,,,,,,,DTWC,,,,,,,,,,,,,SL,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,UC
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,UC
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,UC
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,ComplexClass,LongParameterList,,LongMethod,BlobClass,MessageChain,SpaghettiCode,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MessageChain,,,,,,,,,,,,,NLMR,,,,
,ComplexClass,,,LongMethod,,MessageChain,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,LIC,,,,,,,
,,,,,,,,,DTWC,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MessageChain,,,,,,,,,,,,MIM,,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,UC
,ComplexClass,,,LongMethod,,MessageChain,,,DTWC,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,LongParameterList,,LongMethod,,MessageChain,,,,,,,,,,,,MIM,NLMR,,,,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MessageChain,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,ComplexClass,,,LongMethod,BlobClass,MessageChain,,,,,DW,,,,,,,MIM,NLMR,,,SL,UC
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,LT,MIM,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,ComplexClass,,FeatureEnvy,LongMethod,BlobClass,MessageChain,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,SL,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,SL,
,,,FeatureEnvy,,,,,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,
,ComplexClass,,,LongMethod,,MessageChain,,,,,,,,,IGS,,,,,,,,
,,,,,,,,,,,,,,,IGS,,,MIM,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,SL,
LazyClass,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MessageChain,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,MIM,NLMR,,,,
,,,,,,,,,DTWC,,,,,,,,,MIM,NLMR,,,,UC
,,,,,,,,,,,,,,,,,,,NLMR,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MIM,,,,SL,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,LongMethod,,,,,DTWC,,,,,,,LIC,,MIM,,,,,
,,,,,,,,,,,,,,,,,,,NLMR,,,,
